Drug,Gene_Count,Genes,Gene_Sources,Drug_Sources
N-(4-methoxybenzyl)oleamide,1,CNR1,CT,TTD
N-(4-methoxyphenethyl)oleamide,1,CNR1,CT,TTD
N-(4-methoxyphenyl)oleamide,1,CNR1,CT,TTD
N-(4-methyl-benzyl)-4-phenoxy-benzamide,1,MAPK14,CT,TTD
N-(4-morpholinophenyl)docos-13-enamide,1,CNR1,CT,TTD
N-(4-Phenyl-pyridin-2-yl)-guanidine,1,PLAT,CT,TTD
N-(4-Phenyl-thiazol-2-yl)-benzamide,1,ADORA1,CT,TTD
N-(4-phenylsulfamoyl-naphthalen-1-yl)-benzamide,1,CCR8,CT,TTD
N-(4-Phenylthiazol-2-yl)isonicotinamide,1,PARP1,CT,TTD
N-(4-Pyridin-2-yl-thiazol-2-yl)-benzamide,1,ADORA2A,CT,TTD
N-(4-Sulfamoyl-phenyl)-benzamide,1,CA2,CT,TTD
N-(4-Sulfamoyl-phenyl)-butyramide,1,CA2,CT,TTD
N-(4-Sulfamoyl-phenyl)-isobutyramide,1,CA2,CT,TTD
N-(4-Sulfamoyl-phenyl)-propionamide,1,CA2,CT,TTD
N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,1,CDK2,CT,"DrugBank, TTD"
N-(4-sulfamoylphenylethyl)-4-sulfamoylbenzamide,1,CA2,CT,TTD
N-(4-tert-butylthiazol-2-yl)-1H-indol-4-amine,1,CCR4,CT,TTD
N-(4-tert-butylthiazol-2-yl)isoquinolin-5-amine,1,CCR4,CT,TTD
N-(4-tert-butylthiazol-2-yl)quinolin-5-amine,1,CCR4,CT,TTD
N-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide,1,NOS1,CT,DrugBank
N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine,1,CDK2,CT,DrugBank
N-(5-Amino-6-oxo-heptyl)-acetamidine,1,NOS1,CT,TTD
N-(5-Benzyloxy-isoquinolin-1-yl)-guanidine,1,PLAT,CT,TTD
N-(5-Bromo-quinoxalin-6-yl)-guanidine,1,ADRA1D,CT,TTD
"N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine",1,EPHB4,CT,DrugBank
N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,1,CDK2,CT,"DrugBank, TTD"
"N-(5-ethyl-1,3,4-thiadiazol-2-yl)sulfamide",1,CA2,CT,TTD
N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide,1,CDK2,CT,DrugBank
"N-(5-Mercapto-[1,3,4]thiadiazol-2-yl)-acetamide",1,CA2,CT,TTD
"N-(5-phenyl-1,3,4-thiadiazol-2-yl)sulfamide",1,CA2,CT,TTD
"N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)sulfamide",1,CA2,CT,TTD
"N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine",1,MAP2K1,CT,DrugBank
"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",1,PI4KB,CT,DrugBank
"N-(6)-methyl-2'-deoxyadenosine-3',5'-bisphosphate",1,P2RY1,CT,TTD
N-(6-(2-chlorophenyl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-(3-hydroxyphenyl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-(4-aminophenyl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-(4-fluorophenyl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-(4-hydroxyphenyl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-(furan-3-yl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-(pyridin-3-yl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-(pyridin-4-yl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-(thiophen-3-yl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-(trifluoromethyl)-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,1,CALM1,CT,DrugBank
N-(6-benzyl-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-bromo-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-chloro-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-chloro-5-p-tolyl-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-chloro-5-phenyl-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-ethoxypyridin-2-yl)acetamide,1,MAPK8,CT,TTD
N-(6-phenethyl-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(6-phenoxypyridin-3-yl)-1H-indole-3-carboxamide,1,HTR2C,CT,TTD
N-(6-phenyl-1H-indazol-3-yl)butyramide,1,GSK3B,CT,TTD
N-(7-Benzyloxy-isoquinolin-1-yl)-guanidine,1,PLAT,CT,TTD
N-(7-methoxy-4-phenylbenzofuran-2-yl)acetamide,1,ADORA2A,CT,TTD
N-(8-(3-cyanophenyl)-9H-purin-6-yl)pentanamide,1,GSK3B,CT,TTD
N-(arylalkyl)-1H-indole-2-sulfonic acid amide derivative 1,1,CNR1,CT,TTD
N-(arylalkyl)-1H-indole-2-sulfonic acid amide derivative 2,1,CNR1,CT,TTD
N-(biphenyl-3-yl)-6-(sulfamoylamino)hexanamide,1,HDAC6,CT,TTD
N-(cis-9-cis-12-octadecadienyl)sulfamide,1,CNR1,CT,TTD
N-(cyanomethyl)-4-(2-(phenylamino)pyrimidin-4-yl)benzamide derivative 1,1,JAK2,CT,TTD
"N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide",1,MAPK14,CT,DrugBank
N-(Ethylphosphoryl)-L-isoleucyl-L-Trp-NHCH3,1,MMP1,CT,TTD
N-(naphthalen-1-yl)-4-neopentylthiazol-2-amine,1,CCR4,CT,TTD
N-(naphthalen-1-yl)-4-phenylthiazol-2-amine,1,CCR4,CT,TTD
N-(Naphthalene-2-yl)ethyl-ETAV,1,DLG4,CT,TTD
N-(p-methylbenzyl)-5-nitroindol-3-ylglyoxylamide,1,GABRG2,CT,TTD
N-(pentafluorophenyl)sulfamide,1,CA2,CT,TTD
N-(phenylpyrazolyl)benzamide derivative 1,1,NTRK1,CT,TTD
N-(phosphonacetyl)-L-aspartate,1,CA2,CT,TTD
N-(pyridin-2-yl)pyrimidin-4-amine derivative 1,1,CDK9,CT,TTD
N-(pyridin-3-yl)indoline-1-carboxamide,1,HTR2C,CT,TTD
N-(quinolin-3-yl)-6-(sulfamoylamino)hexanamide,1,HDAC6,CT,TTD
N-(quinolin-6-yl)-6-(sulfamoylamino)hexanamide,1,HDAC6,CT,TTD
N-(quinolin-8-yl)-6-(sulfamoylamino)hexanamide,1,HDAC6,CT,TTD
"N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE",1,DPP4,CT,DrugBank
N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE,1,DPP4,CT,DrugBank
N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide,1,DPP4,CT,DrugBank
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,1,MET,CT,DrugBank
N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE,1,CA2,CT,DrugBank
N-0861,1,ADORA1,CT,TTD
"N-1,3,4-thiadiazol-2-ylsulfamide",1,CA2,CT,TTD
N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,1,TGFBR1,CT,DrugBank
N-3'-ethylaplysinopsin,1,HTR2C,CT,TTD
N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE,1,PLAU,CT,DrugBank
N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine,1,B4GALT1,DCE_KEGG,DrugBank
N-Acetylglucosamine,1,B4GALT1,DCE_KEGG,DrugBank
N-Acetylmethionine,1,RHO,CT,"DrugBank, TTD"
N-acetylserotonin,1,MTNR1A,CT,"DrugBank, TTD"
N-acylpiperidine ether derivative 1,1,NTRK1,CT,TTD
N-acylpiperidine ether derivative 2,1,NTRK1,CT,TTD
N-acylpiperidine ether derivative 3,1,NTRK1,CT,TTD
N-acylpiperidine ether derivative 4,1,NTRK1,CT,TTD
N-acylpiperidine ether derivative 5,1,NTRK1,CT,TTD
N-acylpiperidine ether derivative 6,1,NTRK1,CT,TTD
N-acylpiperidine ether derivative 7,1,NTRK1,CT,TTD
N-acylpyrrolidine ether derivative 1,1,NTRK1,CT,TTD
N-acylpyrrolidine ether derivative 2,1,NTRK1,CT,TTD
N-allyl-4-hydroxy-N-phenylbenzenesulfonamide,1,ESR1,CT,TTD
N-ALLYLNORGALANTHAMINE,1,ACHE,CT,TTD
N-allylnorlitebamine,1,ACHE,CT,TTD
N-allyl[D-Pro-10]Dyn A-(1-11),1,OPRK1,CT,TTD
N-arylmethyl-N-phenyl cyclic urea derivative 1,1,NTRK1,CT,TTD
N-arylmethyl-N-phenyl cyclic urea derivative 2,1,NTRK1,CT,TTD
N-Benzyl-17-(cyclobutylmethyl)morphinan-3-amine,1,OPRK1,CT,TTD
N-Benzyl-17-(cyclopropylmethyl)morphinan-3-amine,1,OPRK1,CT,TTD
N-Benzyl-2-(1H-indol-3-yl)-2-oxo-acetamide,1,GABRG2,CT,TTD
N-benzyl-2-(5-nitro-1H-indol-3-yl)-2-oxoacetamide,1,GABRG2,CT,TTD
N-benzyl-2-(pyrrolidin-1-yl)pyrimidin-4-amine,1,ACHE,CT,TTD
N-benzyl-2-morpholinopyrimidin-4-amine,1,ACHE,CT,TTD
N-benzyl-2-thiomorpholinopyrimidin-4-amine,1,ACHE,CT,TTD
N-Benzyl-4-(2-diphenyl)-1-piperazinehexanamide,1,HTR1A,CT,TTD
N-benzyl-4-bromo-3-(morpholinosulfonyl)benzamide,1,CNR2,CT,TTD
N-benzyl-4-hydroxy-N-phenylbenzenesulfonamide,1,ESR1,CT,TTD
N-Benzyl-4-Sulfamoyl-Benzamide,1,CA2,CT,"DrugBank, TTD"
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,1,MAPK1,CT,DrugBank
N-Benzyl-ETAV,1,DLG4,CT,TTD
N-benzylnorlitebamine,1,ACHE,CT,TTD
N-benzyl[D-Pro-10]Dyn A-(1-11),1,OPRK1,CT,TTD
N-biphenyl-3-ylmethyl-N'-hydroxy-malonamide,1,ANPEP,DCE_KEGG,TTD
N-butyl-2-(1H-indol-3-yl)-2-oxoacetamide,1,GABRG2,CT,TTD
N-butyl-2-(5-nitro-1H-indol-3-yl)-2-oxoacetamide,1,GABRG2,CT,TTD
N-butyl-3-{[6-(9H-purin-6-ylamino)hexanoyl]amino}benzamide,1,AURKA,CT,DrugBank
N-butyl-4-hydroxy-N-phenylbenzenesulfonamide,1,ESR1,CT,TTD
N-Butyl-ETAV,1,DLG4,CT,TTD
N-Butyl-N'-Hydroxyguanidine,1,NOS1,CT,TTD
N-butylnorlitebamine,1,ACHE,CT,TTD
N-CPM[D-Pro-10]Dyn A-(1-11),1,OPRK1,CT,TTD
N-cyclohexyl-4-hydroxy-N-phenylbenzenesulfonamide,1,ESR1,CT,TTD
N-Cyclohexylethyl-ETAV,1,DLG4,CT,TTD
N-Cyclohexylmethyl-ETAV,1,DLG4,CT,TTD
"N-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide",1,MAPK14,CT,DrugBank
"N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide",1,MAPK14,CT,DrugBank
N-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide,1,MAPK14,CT,DrugBank
N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide,1,MAPK14,CT,DrugBank
"N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",1,CDK2,CT,DrugBank
N-DESMETHYLCLOZAPINE,1,CHRM1,CT,TTD
"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",1,IGF1,CT,DrugBank
N-ethyl-4-hydroxy-N-phenylbenzenesulfonamide,1,ESR1,CT,TTD
"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",1,MAPK14,CT,DrugBank
"N-ethyl-5,6-dip-tolylpyrazine-2-carboxamide",1,CNR1,CT,TTD
N-Ethyl-ETAV,1,DLG4,CT,TTD
N-ethylhistamine,1,HRH4,CT,TTD
N-Hexyl-2-(2-phenyl-1H-indol-3-yl)-acetamide,1,TSPO,CT,TTD
"N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide",1,MMP3,CT,DrugBank
N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide,1,MMP3,CT,DrugBank
"N-hydroxy-2,2'-bithiophene-5-carboxamide",1,HDAC1,CT,TTD
"N-hydroxy-2,2-diphenylacetamide",1,HDAC4,CT,TTD
"N-hydroxy-2,2-diphenylpropanamide",1,HDAC4,CT,TTD
N-hydroxy-2-(4-methoxyphenylsulfonamido)acetamide,1,ADAM17,CT,TTD
N-Hydroxy-2-(naphthalen-2-ylsulfanyl)-acetamide,1,ANPEP,DCE_KEGG,TTD
N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE,1,MMP1,CT,DrugBank
N-Hydroxy-4-(4-methoxy-phenyl)-4-oxo-butyramide,1,MMP1,CT,TTD
N-Hydroxy-4-oxo-4-(4-phenoxy-phenyl)-butyramide,1,MMP1,CT,TTD
"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",1,MMP3,CT,DrugBank
N-hydroxy-5-(pyridin-2-yl)thiophene-2-carboxamide,1,HDAC1,CT,TTD
N-hydroxy-5-(pyridin-3-yl)thiophene-2-carboxamide,1,HDAC1,CT,TTD
N-hydroxy-5-(pyridin-4-yl)thiophene-2-carboxamide,1,HDAC1,CT,TTD
N-hydroxy-5-phenylthiophene-2-carboxamide,1,HDAC1,CT,TTD
"N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide",1,HDAC4,CT,DrugBank
N-hydroxy-6-oxo-6-phenylhexanamide,1,HDAC1,CT,TTD
N-hydroxy-7-(4-methoxyphenyl)-7-oxoheptanamide,1,HDAC1,CT,TTD
N-hydroxy-7-(naphthalen-2-yl)-7-oxoheptanamide,1,HDAC1,CT,TTD
N-hydroxy-7-(naphthalen-2-yloxy)heptanamide,1,HDAC1,CT,TTD
N-hydroxy-7-oxo-7-phenylheptanamide,1,HDAC1,CT,TTD
N-hydroxy-8-(2-methoxyphenyl)-8-oxooctanamide,1,HDAC1,CT,TTD
N-hydroxy-8-(4-methoxyphenyl)-8-oxooctanamide,1,HDAC1,CT,TTD
N-hydroxy-8-(naphthalen-2-yl)non-8-enamide,1,HDAC1,CT,TTD
N-hydroxy-8-(naphthalen-2-yl)oct-7-enamide,1,HDAC1,CT,TTD
N-hydroxy-8-(naphthalen-2-yl)octanamide,1,HDAC1,CT,TTD
N-hydroxy-8-oxo-8-(pyridin-3-yl)octanamide,1,HDAC1,CT,TTD
"N-hydroxy-9,10-dihydroanthracene-9-carboxamide",1,HDAC4,CT,TTD
N-hydroxy-9-oxo-9-phenylnonanamide,1,HDAC1,CT,TTD
N-hydroxy-9H-xanthene-9-carboxamide,1,HDAC4,CT,TTD
N-Hydroxy-E-3-(4'-chlorobiphenyl-4-yl)-acrylamide,1,HDAC2,CT,TTD
N-Hydroxy-E-3-(4'-cyanobiphenyl-4-yl)-acrylamide,1,HDAC2,CT,TTD
N-Hydroxy-E-3-(biphenyl-4-yl)-acrylamide,1,HDAC2,CT,TTD
N-Hydroxy-N'-(2-methylphenyl)octanediamide,1,HDAC1,CT,TTD
N-Hydroxy-N'-(3-methylphenyl)octanediamide,1,HDAC1,CT,TTD
N-Hydroxy-N'-(4-methoxyphenyl)octanediamide,1,HDAC1,CT,TTD
N-Hydroxy-N'-(4-methylphenyl)octanediamide,1,HDAC1,CT,TTD
N-hydroxybenzo[b]thiophene-2-carboxamide,1,HDAC1,CT,TTD
N-Hydroxycarbamoylmethyl-4-methoxy-benzamide,1,MMP1,CT,TTD
N-Hydroxycarbamoylmethyl-4-phenoxy-benzamide,1,MMP1,CT,TTD
N-hydroxysulfamide,1,CA2,CT,TTD
N-hydroxysulfonamides,1,CA2,CT,TTD
N-Indan-1-yl-2-(1H-indol-3-yl)-2-oxo-acetamide,1,GABRG2,CT,TTD
N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID,1,MMP3,CT,DrugBank
N-isobutylnorlitebamine,1,ACHE,CT,TTD
N-isobutylnoroxymorphone,1,OPRK1,CT,TTD
N-isoleucylthiazolidine,1,DPP4,CT,TTD
"N-isopentyl-5,6-dip-tolylpyrazine-2-carboxamide",1,CNR1,CT,TTD
"N-isopropyl-5,6-dip-tolylpyrazine-2-carboxamide",1,CNR1,CT,TTD
N-Isopropyl-N'-Hydroxyguanidine,1,NOS1,CT,TTD
N-isopropylnorlitebamine,1,ACHE,CT,TTD
N-isopropylnorlitebamineN-methoiodide,1,ACHE,CT,TTD
N-methyl ryanodine-succinamidate,1,RYR1,CT,TTD
N-methyl scopolamine,1,CHRM1,CT,GtoPdb
N-Methyl-1'H-phenothiazine-1'-carboxamide,1,ACHE,CT,TTD
"N-Methyl-4-{[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}benzenesulfonamide",1,CDK2,CT,DrugBank
"N-methyl-5,6-dip-tolylpyrazine-2-carboxamide",1,CNR1,CT,TTD
N-Methyl-ETAV,1,DLG4,CT,TTD
N-Methyl-N-(Methylbenzyl)Formamide,1,REN,CT,"DrugBank, TTD"
N-methyl-Pip-F-homoF-vinyl sulfonyl phenyl (N-methyl-Pip-F-hF-VS phi),1,HTR7,CT,TTD
"N-methyl-{4-[2-(7-oxo-6,7-dihydro-8H-[1,3]thiazolo[5,4-e]indol-8-ylidene)hydrazino]phenyl}methanesulfonamide",1,CDK2,CT,DrugBank
N-methylhistamine,1,HRH4,CT,TTD
N-methyllaurotetanine,1,HTR1A,CT,TTD
N-n-dodecyl-7-methoxytacrine hydrochloride,1,ACHE,CT,TTD
N-n-heptyl-7-methoxytacrine hydrochloride,1,ACHE,CT,TTD
N-n-hexyl-7-methoxytacrine hydrochloride,1,ACHE,CT,TTD
N-n-nonyl-7-methoxytacrine hydrochloride,1,ACHE,CT,TTD
N-n-octyl-7-methoxytacrine hydrochloride,1,ACHE,CT,TTD
N-n-pentyl-7-methoxytacrine hydrochloride,1,ACHE,CT,TTD
N-n-propyl-7-methoxytacrine hydrochloride,1,ACHE,CT,TTD
N-naphtyl-N-benzylurea derivative 1,1,GSK3A,CT,TTD
N-octadecyl-N'-propylsulfamide,1,CNR1,CT,TTD
N-octanoyl-L-homoserine lactone,1,TAS2R14,MR,GtoPdb
N-oleoyl-N-(2-hydroxyethyl)hydroxylamine,1,CNR2,CT,TTD
N-oleoyl-O-(2-hydroxyethyl)hydroxylamine,1,CNR2,CT,TTD
N-omega-allyl-L-arginine,1,NOS1,CT,TTD
N-Omega-Hydroxy-L-Arginine,1,NOS1,CT,TTD
N-omega-propargyl-L-arginine,1,NOS1,CT,TTD
N-Omega-Propyl-L-Arginine,1,NOS1,CT,"DrugBank, TTD"
N-phenethyl-2-(pyrrolidin-1-yl)pyrimidin-4-amine,1,ACHE,CT,TTD
N-phenethyl-2-phenylquinoline-4-carboxamide,1,TACR3,CT,TTD
N-phenyl-1H-pyrazole-3-carboxamide,1,CDK2,CT,"DrugBank, TTD"
"N-phenyl-2,3,4-trihydroxy-5-benzyl-benzamide",1,BCL2,CT,TTD
N-phenyl-3-(2-aminoethyl)benzenesulfonamide,1,HTR6,CT,TTD
"N-phenyl-5,6-dip-tolylpyrazine-2-carboxamide",1,CNR1,CT,TTD
N-phenyl-5-phenyl-pyrazolin-3-yl amide derivative 1,1,CNR1,CT,TTD
N-phenyl-5-phenyl-pyrazolin-3-yl amide derivative 2,1,CNR1,CT,TTD
N-phenyl-5-phenyl-pyrazolin-3-yl amide derivative 3,1,CNR1,CT,TTD
"N-Phenyl-5-phenylimidazo[1,5-a]pyrazin-8-amine",1,SRC,CT,TTD
N-phenyl-6-(sulfamoylamino)hexanamide,1,HDAC6,CT,TTD
N-Phenylethyl-ETAV,1,DLG4,CT,TTD
N-Phenylpropyl-ETAV,1,DLG4,CT,TTD
N-Propyl-ETAV,1,DLG4,CT,TTD
N-propylnorlitebamine,1,ACHE,CT,TTD
N-propynyl amidebenzenesulphonide,1,CA2,CT,TTD
N-substituted pyrazole derivative 1,1,GRM2,CT,TTD
N-substituted pyrazole derivative 2,1,GRM2,CT,TTD
N-substituted pyrazole derivative 3,1,GRM2,CT,TTD
N-Valeric Acid,1,FFAR2,CT,DrugBank
N-[(1R)-3-(4-HYDROXYPHENYL)-1-METHYLPROPYL]-2-(2-PHENYL-1H-INDOL-3-YL)ACETAMIDE,1,ESR1,CT,DrugBank
"N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",1,GSK3B,CT,DrugBank
N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE,1,HSP90AA1,CT,DrugBank
"N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide",1,CA2,CT,DrugBank
"N-[(3Z)-5-Tert-butyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-ylidene]-N'-(4-chlorophenyl)urea",1,MAPK14,CT,DrugBank
N-[(4-bromo-1-benzothien-3-yl)methyl]sulfamide,1,CA2,CT,TTD
N-[(5-chloro-1-benzothien-3-yl)methyl]sulfamide,1,CA2,CT,TTD
"N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE",1,BACE1,CT,DrugBank
N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide,1,CAPN1,CT,DrugBank
"N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide",1,COMT,CT,DrugBank
"N-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",1,BACE1,CT,DrugBank
"N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",1,BACE1,CT,DrugBank
N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,1,CA2,CT,"DrugBank, TTD"
"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",1,MAPK14,CT,DrugBank
N-[3-(2-Ethyl-benzooxazol-7-yl)-propyl]-acetamide,1,MTNR1B,CT,TTD
"N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",1,CASP3,CT,DrugBank
N-[3-(aminomethyl)benzyl]acetamidine,1,NOS1,CT,DrugBank
"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine",1,MME,DCE_KEGG,DrugBank
"N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE",1,EPHB4,CT,DrugBank
N-[3H]alpha-methylhistamine,1,HRH4,CT,TTD
N-[3H]methylhistamine,1,HRH4,CT,TTD
"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",1,CDK2,CT,DrugBank
"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",1,CDK2,CT,DrugBank
N-[4-(3-amino-1H-indazol-4-yl)phenyl]benzamide,1,FLT3,CT,TTD
N-[4-(4-Phenyl-piperazin-1-yl)-butyl]-benzamide,1,HTR1A,CT,TTD
N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide,1,TGFBR1,CT,DrugBank
"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",1,HSP90AA1,CT,DrugBank
N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE,1,CA2,CT,DrugBank
N-[4-(trifluoromethyl)phenyl]sulfamide,1,CA2,CT,TTD
N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-,1,MAPK14,CT,DrugBank
N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide,1,ABL1,CT,DrugBank
"N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE",1,CDK2,CT,DrugBank
"N-[5-(ethylthio)-1,3,4-thiadiazol-2-yl]sulfamide",1,CA2,CT,TTD
N-[5-(Formyl-hydroxy-amino)-pentyl]-benzamide,1,HDAC6,CT,TTD
"N-[5-(methylthio)-1,3,4-thiadiazol-2-yl]sulfamide",1,CA2,CT,TTD
"N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide",1,BACE1,CT,DrugBank
N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,1,BACE1,CT,DrugBank
