rank_by_AE_burden,cohort_id,drug,file,ae_score_sum_probability,n_AE_events,trial_id_used
434,NCT04809974,Chenodeoxycholic_aci,result_trial_data_NCT04809974_CF_Chenodeoxycholic_aci_AE_mapped.tsv,3.093885,100,trial_2
435,NCT04809974,Pancuronium,result_trial_data_NCT04809974_CF_Pancuronium_AE_mapped.tsv,3.094493,100,trial_2
436,NCT04809974,Desonide,result_trial_data_NCT04809974_CF_Desonide_AE_mapped.tsv,3.095057,100,trial_2
437,NCT04809974,Naproxen,result_trial_data_NCT04809974_CF_Naproxen_AE_mapped.tsv,3.098719,100,trial_2
438,NCT04809974,Nisoldipine,result_trial_data_NCT04809974_CF_Nisoldipine_AE_mapped.tsv,3.099830,100,trial_2
439,NCT04809974,Streptozocin,result_trial_data_NCT04809974_CF_Streptozocin_AE_mapped.tsv,3.100693,100,trial_2
440,NCT04809974,Alogliptin,result_trial_data_NCT04809974_CF_Alogliptin_AE_mapped.tsv,3.103435,100,trial_2
441,NCT04809974,Dihydrocodeine,result_trial_data_NCT04809974_CF_Dihydrocodeine_AE_mapped.tsv,3.105586,100,trial_2
442,NCT04809974,Terbinafine,result_trial_data_NCT04809974_CF_Terbinafine_AE_mapped.tsv,3.108608,100,trial_2
443,NCT04809974,Ciclesonide,result_trial_data_NCT04809974_CF_Ciclesonide_AE_mapped.tsv,3.115344,100,trial_2
444,NCT04809974,Bepotastine,result_trial_data_NCT04809974_CF_Bepotastine_AE_mapped.tsv,3.117232,100,trial_2
445,NCT04809974,Moricizine,result_trial_data_NCT04809974_CF_Moricizine_AE_mapped.tsv,3.118049,100,trial_2
446,NCT04809974,Carisoprodol,result_trial_data_NCT04809974_CF_Carisoprodol_AE_mapped.tsv,3.119774,100,trial_2
447,NCT04809974,Methyltestosterone,result_trial_data_NCT04809974_CF_Methyltestosterone_AE_mapped.tsv,3.122681,100,trial_2
448,NCT04809974,Disulfiram,result_trial_data_NCT04809974_CF_Disulfiram_AE_mapped.tsv,3.124396,100,trial_2
449,NCT04809974,Norfloxacin,result_trial_data_NCT04809974_CF_Norfloxacin_AE_mapped.tsv,3.126094,100,trial_2
450,NCT04809974,Trihexyphenidyl,result_trial_data_NCT04809974_CF_Trihexyphenidyl_AE_mapped.tsv,3.126554,100,trial_2
451,NCT04809974,Didanosine,result_trial_data_NCT04809974_CF_Didanosine_AE_mapped.tsv,3.130342,100,trial_2
452,NCT04809974,Clotrimazole,result_trial_data_NCT04809974_CF_Clotrimazole_AE_mapped.tsv,3.130808,100,trial_2
453,NCT04809974,Nafcillin,result_trial_data_NCT04809974_CF_Nafcillin_AE_mapped.tsv,3.131212,100,trial_2
454,NCT04809974,Mefenamic_acid,result_trial_data_NCT04809974_CF_Mefenamic_acid_AE_mapped.tsv,3.132407,100,trial_2
455,NCT04809974,Tirofiban,result_trial_data_NCT04809974_CF_Tirofiban_AE_mapped.tsv,3.136946,100,trial_2
456,NCT04809974,Methscopolamine,result_trial_data_NCT04809974_CF_Methscopolamine_AE_mapped.tsv,3.139449,100,trial_2
457,NCT04809974,Simvastatin,result_trial_data_NCT04809974_CF_Simvastatin_AE_mapped.tsv,3.139840,100,trial_2
458,NCT04809974,Lormetazepam,result_trial_data_NCT04809974_CF_Lormetazepam_AE_mapped.tsv,3.140167,100,trial_2
459,NCT04809974,Cianidanol,result_trial_data_NCT04809974_CF_Cianidanol_AE_mapped.tsv,3.140391,100,trial_2
460,NCT04809974,Nicardipine,result_trial_data_NCT04809974_CF_Nicardipine_AE_mapped.tsv,3.141306,100,trial_2
461,NCT04809974,Fenoterol,result_trial_data_NCT04809974_CF_Fenoterol_AE_mapped.tsv,3.146075,100,trial_2
462,NCT04809974,Fluocinolone_acetoni,result_trial_data_NCT04809974_CF_Fluocinolone_acetoni_AE_mapped.tsv,3.147128,100,trial_2
463,NCT04809974,Furosemide,result_trial_data_NCT04809974_CF_Furosemide_AE_mapped.tsv,3.149232,100,trial_2
464,NCT04809974,Busulfan,result_trial_data_NCT04809974_CF_Busulfan_AE_mapped.tsv,3.150504,100,trial_2
465,NCT04809974,Orlistat,result_trial_data_NCT04809974_CF_Orlistat_AE_mapped.tsv,3.151577,100,trial_2
466,NCT04809974,Dexibuprofen,result_trial_data_NCT04809974_CF_Dexibuprofen_AE_mapped.tsv,3.153104,100,trial_2
467,NCT04809974,Tacrine,result_trial_data_NCT04809974_CF_Tacrine_AE_mapped.tsv,3.155771,100,trial_2
468,NCT04809974,Metyrapone,result_trial_data_NCT04809974_CF_Metyrapone_AE_mapped.tsv,3.161145,100,trial_2
469,NCT04809974,Medroxyprogesterone_,result_trial_data_NCT04809974_CF_Medroxyprogesterone__AE_mapped.tsv,3.164382,100,trial_2
470,NCT04809974,Methylergometrine,result_trial_data_NCT04809974_CF_Methylergometrine_AE_mapped.tsv,3.166996,100,trial_2
471,NCT04809974,Hydroxyprogesterone_,result_trial_data_NCT04809974_CF_Hydroxyprogesterone__AE_mapped.tsv,3.169779,100,trial_2
472,NCT04809974,Amitriptyline,result_trial_data_NCT04809974_CF_Amitriptyline_AE_mapped.tsv,3.171217,100,trial_2
473,NCT04809974,Oxycodone,result_trial_data_NCT04809974_CF_Oxycodone_AE_mapped.tsv,3.171927,100,trial_2
474,NCT04809974,Amantadine,result_trial_data_NCT04809974_CF_Amantadine_AE_mapped.tsv,3.172738,100,trial_2
475,NCT04809974,Diltiazem,result_trial_data_NCT04809974_CF_Diltiazem_AE_mapped.tsv,3.173404,100,trial_2
476,NCT04809974,Pralidoxime,result_trial_data_NCT04809974_CF_Pralidoxime_AE_mapped.tsv,3.176528,100,trial_2
477,NCT04809974,Cevimeline,result_trial_data_NCT04809974_CF_Cevimeline_AE_mapped.tsv,3.178520,100,trial_2
478,NCT04809974,Gamolenic_acid,result_trial_data_NCT04809974_CF_Gamolenic_acid_AE_mapped.tsv,3.180123,100,trial_2
479,NCT04809974,Hexafluronium,result_trial_data_NCT04809974_CF_Hexafluronium_AE_mapped.tsv,3.180410,100,trial_2
480,NCT04809974,Bumetanide,result_trial_data_NCT04809974_CF_Bumetanide_AE_mapped.tsv,3.181387,100,trial_2
481,NCT04809974,Quinapril,result_trial_data_NCT04809974_CF_Quinapril_AE_mapped.tsv,3.186421,100,trial_2
482,NCT04809974,Methscopolamine_brom,result_trial_data_NCT04809974_CF_Methscopolamine_brom_AE_mapped.tsv,3.188897,100,trial_2
483,NCT04809974,Acebutolol,result_trial_data_NCT04809974_CF_Acebutolol_AE_mapped.tsv,3.190858,100,trial_2
484,NCT04809974,Diphenidol,result_trial_data_NCT04809974_CF_Diphenidol_AE_mapped.tsv,3.193388,100,trial_2
485,NCT04809974,Mesalazine,result_trial_data_NCT04809974_CF_Mesalazine_AE_mapped.tsv,3.196369,100,trial_2
486,NCT04809974,Pentoxifylline,result_trial_data_NCT04809974_CF_Pentoxifylline_AE_mapped.tsv,3.197929,100,trial_2
487,NCT04809974,Lisuride,result_trial_data_NCT04809974_CF_Lisuride_AE_mapped.tsv,3.198530,100,trial_2
488,NCT04809974,Hydrocortisone_aceta,result_trial_data_NCT04809974_CF_Hydrocortisone_aceta_AE_mapped.tsv,3.198743,100,trial_2
489,NCT04809974,Methylene_blue,result_trial_data_NCT04809974_CF_Methylene_blue_AE_mapped.tsv,3.201104,100,trial_2
490,NCT04809974,Ademetionine,result_trial_data_NCT04809974_CF_Ademetionine_AE_mapped.tsv,3.206834,100,trial_2
491,NCT04809974,Drospirenone,result_trial_data_NCT04809974_CF_Drospirenone_AE_mapped.tsv,3.206913,100,trial_2
492,NCT04809974,Eflornithine,result_trial_data_NCT04809974_CF_Eflornithine_AE_mapped.tsv,3.209944,100,trial_2
493,NCT04809974,Cefoxitin,result_trial_data_NCT04809974_CF_Cefoxitin_AE_mapped.tsv,3.210796,100,trial_2
494,NCT04809974,Econazole,result_trial_data_NCT04809974_CF_Econazole_AE_mapped.tsv,3.215675,100,trial_2
495,NCT04809974,Nicorandil,result_trial_data_NCT04809974_CF_Nicorandil_AE_mapped.tsv,3.216409,100,trial_2
496,NCT04809974,Stavudine,result_trial_data_NCT04809974_CF_Stavudine_AE_mapped.tsv,3.224904,100,trial_2
497,NCT04809974,Bisoprolol,result_trial_data_NCT04809974_CF_Bisoprolol_AE_mapped.tsv,3.225436,100,trial_2
498,NCT04809974,Alfacalcidol,result_trial_data_NCT04809974_CF_Alfacalcidol_AE_mapped.tsv,3.226786,100,trial_2
499,NCT04809974,Pyrantel,result_trial_data_NCT04809974_CF_Pyrantel_AE_mapped.tsv,3.230266,100,trial_2
500,NCT04809974,Cabergoline,result_trial_data_NCT04809974_CF_Cabergoline_AE_mapped.tsv,3.231087,100,trial_2
501,NCT04809974,Oxytocin,result_trial_data_NCT04809974_CF_Oxytocin_AE_mapped.tsv,3.231575,100,trial_2
502,NCT04809974,Nalmefene,result_trial_data_NCT04809974_CF_Nalmefene_AE_mapped.tsv,3.231949,100,trial_2
503,NCT04809974,Celecoxib,result_trial_data_NCT04809974_CF_Celecoxib_AE_mapped.tsv,3.236670,100,trial_2
504,NCT04809974,Clofibrate,result_trial_data_NCT04809974_CF_Clofibrate_AE_mapped.tsv,3.239230,100,trial_2
505,NCT04809974,Tazobactam,result_trial_data_NCT04809974_CF_Tazobactam_AE_mapped.tsv,3.239532,100,trial_2
506,NCT04809974,Tolbutamide,result_trial_data_NCT04809974_CF_Tolbutamide_AE_mapped.tsv,3.240345,100,trial_2
507,NCT04809974,Imipramine,result_trial_data_NCT04809974_CF_Imipramine_AE_mapped.tsv,3.244056,100,trial_2
508,NCT04809974,Nortriptyline,result_trial_data_NCT04809974_CF_Nortriptyline_AE_mapped.tsv,3.245179,100,trial_2
509,NCT04809974,Diethylcarbamazine,result_trial_data_NCT04809974_CF_Diethylcarbamazine_AE_mapped.tsv,3.246920,100,trial_2
510,NCT04809974,Nebivolol,result_trial_data_NCT04809974_CF_Nebivolol_AE_mapped.tsv,3.247985,100,trial_2
511,NCT04809974,Zalcitabine,result_trial_data_NCT04809974_CF_Zalcitabine_AE_mapped.tsv,3.249086,100,trial_2
512,NCT04809974,Alcuronium,result_trial_data_NCT04809974_CF_Alcuronium_AE_mapped.tsv,3.257813,100,trial_2
513,NCT04809974,Dipyridamole,result_trial_data_NCT04809974_CF_Dipyridamole_AE_mapped.tsv,3.262227,100,trial_2
514,NCT04809974,Nateglinide,result_trial_data_NCT04809974_CF_Nateglinide_AE_mapped.tsv,3.262412,100,trial_2
515,NCT04809974,Oxymetholone,result_trial_data_NCT04809974_CF_Oxymetholone_AE_mapped.tsv,3.270540,100,trial_2
516,NCT04809974,Dextromethorphan,result_trial_data_NCT04809974_CF_Dextromethorphan_AE_mapped.tsv,3.270559,100,trial_2
517,NCT04809974,Mebeverine,result_trial_data_NCT04809974_CF_Mebeverine_AE_mapped.tsv,3.271594,100,trial_2
518,NCT04809974,Rabeprazole,result_trial_data_NCT04809974_CF_Rabeprazole_AE_mapped.tsv,3.271983,100,trial_2
519,NCT04809974,Tegaserod,result_trial_data_NCT04809974_CF_Tegaserod_AE_mapped.tsv,3.272486,100,trial_2
520,NCT04809974,Cilostazol,result_trial_data_NCT04809974_CF_Cilostazol_AE_mapped.tsv,3.273759,100,trial_2
521,NCT04809974,Fursultiamine,result_trial_data_NCT04809974_CF_Fursultiamine_AE_mapped.tsv,3.277383,100,trial_2
522,NCT04809974,Atosiban,result_trial_data_NCT04809974_CF_Atosiban_AE_mapped.tsv,3.277688,100,trial_2
523,NCT04809974,Doxepin,result_trial_data_NCT04809974_CF_Doxepin_AE_mapped.tsv,3.280735,100,trial_2
524,NCT04809974,Pentobarbital,result_trial_data_NCT04809974_CF_Pentobarbital_AE_mapped.tsv,3.280934,100,trial_2
525,NCT04809974,Pentetic_acid,result_trial_data_NCT04809974_CF_Pentetic_acid_AE_mapped.tsv,3.282050,100,trial_2
526,NCT04809974,Estramustine_phospha,result_trial_data_NCT04809974_CF_Estramustine_phospha_AE_mapped.tsv,3.282223,100,trial_2
527,NCT04809974,Dexchlorpheniramine,result_trial_data_NCT04809974_CF_Dexchlorpheniramine_AE_mapped.tsv,3.290545,100,trial_2
528,NCT04809974,Dequalinium,result_trial_data_NCT04809974_CF_Dequalinium_AE_mapped.tsv,3.291460,100,trial_2
529,NCT04809974,Fluoxetine,result_trial_data_NCT04809974_CF_Fluoxetine_AE_mapped.tsv,3.295200,100,trial_2
530,NCT04809974,Azithromycin,result_trial_data_NCT04809974_CF_Azithromycin_AE_mapped.tsv,3.295485,100,trial_2
531,NCT04809974,Ranitidine,result_trial_data_NCT04809974_CF_Ranitidine_AE_mapped.tsv,3.296915,100,trial_2
532,NCT04809974,Allylestrenol,result_trial_data_NCT04809974_CF_Allylestrenol_AE_mapped.tsv,3.301003,100,trial_2
533,NCT04809974,Ciclopirox,result_trial_data_NCT04809974_CF_Ciclopirox_AE_mapped.tsv,3.307531,100,trial_2
534,NCT04809974,Ramelteon,result_trial_data_NCT04809974_CF_Ramelteon_AE_mapped.tsv,3.309877,100,trial_2
535,NCT04809974,Doxazosin,result_trial_data_NCT04809974_CF_Doxazosin_AE_mapped.tsv,3.310618,100,trial_2
536,NCT04809974,Alprostadil,result_trial_data_NCT04809974_CF_Alprostadil_AE_mapped.tsv,3.311348,100,trial_2
537,NCT04809974,Trimetazidine,result_trial_data_NCT04809974_CF_Trimetazidine_AE_mapped.tsv,3.315058,100,trial_2
538,NCT04809974,Amprenavir,result_trial_data_NCT04809974_CF_Amprenavir_AE_mapped.tsv,3.318432,100,trial_2
539,NCT04809974,Umeclidinium,result_trial_data_NCT04809974_CF_Umeclidinium_AE_mapped.tsv,3.318528,100,trial_2
540,NCT04809974,Epinastine,result_trial_data_NCT04809974_CF_Epinastine_AE_mapped.tsv,3.318678,100,trial_2
541,NCT04809974,Biotin,result_trial_data_NCT04809974_CF_Biotin_AE_mapped.tsv,3.319529,100,trial_2
542,NCT04809974,Hydralazine,result_trial_data_NCT04809974_CF_Hydralazine_AE_mapped.tsv,3.323258,100,trial_2
543,NCT04809974,Oxprenolol,result_trial_data_NCT04809974_CF_Oxprenolol_AE_mapped.tsv,3.324098,100,trial_2
544,NCT04809974,Clozapine,result_trial_data_NCT04809974_CF_Clozapine_AE_mapped.tsv,3.324757,100,trial_2
545,NCT04809974,Doxapram,result_trial_data_NCT04809974_CF_Doxapram_AE_mapped.tsv,3.324836,100,trial_2
546,NCT04809974,Ketotifen,result_trial_data_NCT04809974_CF_Ketotifen_AE_mapped.tsv,3.325101,100,trial_2
547,NCT04809974,Baclofen,result_trial_data_NCT04809974_CF_Baclofen_AE_mapped.tsv,3.325390,100,trial_2
548,NCT04809974,Methotrexate,result_trial_data_NCT04809974_CF_Methotrexate_AE_mapped.tsv,3.333017,100,trial_2
549,NCT04809974,Loxoprofen,result_trial_data_NCT04809974_CF_Loxoprofen_AE_mapped.tsv,3.334399,100,trial_2
550,NCT04809974,Alverine,result_trial_data_NCT04809974_CF_Alverine_AE_mapped.tsv,3.339954,100,trial_2
551,NCT04809974,Micafungin,result_trial_data_NCT04809974_CF_Micafungin_AE_mapped.tsv,3.341648,100,trial_2
552,NCT04809974,Epirubicin,result_trial_data_NCT04809974_CF_Epirubicin_AE_mapped.tsv,3.342063,100,trial_2
553,NCT04809974,Oxitropium,result_trial_data_NCT04809974_CF_Oxitropium_AE_mapped.tsv,3.347561,100,trial_2
554,NCT04809974,Nimesulide,result_trial_data_NCT04809974_CF_Nimesulide_AE_mapped.tsv,3.350190,100,trial_2
555,NCT04809974,Quinidine,result_trial_data_NCT04809974_CF_Quinidine_AE_mapped.tsv,3.352560,100,trial_2
556,NCT04809974,Tranylcypromine,result_trial_data_NCT04809974_CF_Tranylcypromine_AE_mapped.tsv,3.353432,100,trial_2
557,NCT04809974,Abacavir,result_trial_data_NCT04809974_CF_Abacavir_AE_mapped.tsv,3.353535,100,trial_2
558,NCT04809974,Mexiletine,result_trial_data_NCT04809974_CF_Mexiletine_AE_mapped.tsv,3.357002,100,trial_2
559,NCT04809974,Diazepam,result_trial_data_NCT04809974_CF_Diazepam_AE_mapped.tsv,3.360719,100,trial_2
560,NCT04809974,Bifonazole,result_trial_data_NCT04809974_CF_Bifonazole_AE_mapped.tsv,3.360904,100,trial_2
561,NCT04809974,Naftifine,result_trial_data_NCT04809974_CF_Naftifine_AE_mapped.tsv,3.362852,100,trial_2
562,NCT04809974,Pamidronic_acid,result_trial_data_NCT04809974_CF_Pamidronic_acid_AE_mapped.tsv,3.362861,100,trial_2
563,NCT04809974,Tenoxicam,result_trial_data_NCT04809974_CF_Tenoxicam_AE_mapped.tsv,3.367159,100,trial_2
564,NCT04809974,Chromic_chloride,result_trial_data_NCT04809974_CF_Chromic_chloride_AE_mapped.tsv,3.370446,100,trial_2
565,NCT04809974,Benzyl_benzoate,result_trial_data_NCT04809974_CF_Benzyl_benzoate_AE_mapped.tsv,3.373449,100,trial_2
566,NCT04809974,Riluzole,result_trial_data_NCT04809974_CF_Riluzole_AE_mapped.tsv,3.374373,100,trial_2
567,NCT04809974,Isradipine,result_trial_data_NCT04809974_CF_Isradipine_AE_mapped.tsv,3.375171,100,trial_2
568,NCT04809974,Cefotaxime,result_trial_data_NCT04809974_CF_Cefotaxime_AE_mapped.tsv,3.383089,100,trial_2
569,NCT04809974,Tizanidine,result_trial_data_NCT04809974_CF_Tizanidine_AE_mapped.tsv,3.386220,100,trial_2
570,NCT04809974,Moxifloxacin,result_trial_data_NCT04809974_CF_Moxifloxacin_AE_mapped.tsv,3.388700,100,trial_2
571,NCT04809974,Amphotericin_B,result_trial_data_NCT04809974_CF_Amphotericin_B_AE_mapped.tsv,3.395799,100,trial_2
572,NCT04809974,Carbamazepine,result_trial_data_NCT04809974_CF_Carbamazepine_AE_mapped.tsv,3.395901,100,trial_2
573,NCT04809974,Famotidine,result_trial_data_NCT04809974_CF_Famotidine_AE_mapped.tsv,3.396792,100,trial_2
574,NCT04809974,Xylometazoline,result_trial_data_NCT04809974_CF_Xylometazoline_AE_mapped.tsv,3.398364,100,trial_2
575,NCT04809974,Dextrothyroxine,result_trial_data_NCT04809974_CF_Dextrothyroxine_AE_mapped.tsv,3.398967,100,trial_2
576,NCT04809974,Lovastatin,result_trial_data_NCT04809974_CF_Lovastatin_AE_mapped.tsv,3.398975,100,trial_2
577,NCT04809974,Azathioprine,result_trial_data_NCT04809974_CF_Azathioprine_AE_mapped.tsv,3.403602,100,trial_2
578,NCT04809974,Moclobemide,result_trial_data_NCT04809974_CF_Moclobemide_AE_mapped.tsv,3.407620,100,trial_2
579,NCT04809974,Sultamicillin,result_trial_data_NCT04809974_CF_Sultamicillin_AE_mapped.tsv,3.413525,100,trial_2
580,NCT04809974,Ethynodiol_diacetate,result_trial_data_NCT04809974_CF_Ethynodiol_diacetate_AE_mapped.tsv,3.414465,100,trial_2
581,NCT04809974,Phenoxybenzamine,result_trial_data_NCT04809974_CF_Phenoxybenzamine_AE_mapped.tsv,3.415280,100,trial_2
582,NCT04809974,Isosorbide_mononitra,result_trial_data_NCT04809974_CF_Isosorbide_mononitra_AE_mapped.tsv,3.415961,100,trial_2
583,NCT04809974,Desoximetasone,result_trial_data_NCT04809974_CF_Desoximetasone_AE_mapped.tsv,3.416089,100,trial_2
584,NCT04809974,Tigecycline,result_trial_data_NCT04809974_CF_Tigecycline_AE_mapped.tsv,3.418355,100,trial_2
585,NCT04809974,Prochlorperazine,result_trial_data_NCT04809974_CF_Prochlorperazine_AE_mapped.tsv,3.418356,100,trial_2
586,NCT04809974,Pentoxyverine,result_trial_data_NCT04809974_CF_Pentoxyverine_AE_mapped.tsv,3.418431,100,trial_2
587,NCT04809974,Levobetaxolol,result_trial_data_NCT04809974_CF_Levobetaxolol_AE_mapped.tsv,3.422667,100,trial_2
588,NCT04809974,Papaverine,result_trial_data_NCT04809974_CF_Papaverine_AE_mapped.tsv,3.426192,100,trial_2
589,NCT04809974,Pentamidine,result_trial_data_NCT04809974_CF_Pentamidine_AE_mapped.tsv,3.430012,100,trial_2
590,NCT04809974,Ondansetron,result_trial_data_NCT04809974_CF_Ondansetron_AE_mapped.tsv,3.436228,100,trial_2
591,NCT04809974,Sertraline,result_trial_data_NCT04809974_CF_Sertraline_AE_mapped.tsv,3.438030,100,trial_2
592,NCT04809974,Chlorambucil,result_trial_data_NCT04809974_CF_Chlorambucil_AE_mapped.tsv,3.441749,100,trial_2
593,NCT04809974,Metaraminol,result_trial_data_NCT04809974_CF_Metaraminol_AE_mapped.tsv,3.441925,100,trial_2
594,NCT04809974,Dihydrotachysterol,result_trial_data_NCT04809974_CF_Dihydrotachysterol_AE_mapped.tsv,3.442026,100,trial_2
595,NCT04809974,Fluocinonide,result_trial_data_NCT04809974_CF_Fluocinonide_AE_mapped.tsv,3.442619,100,trial_2
596,NCT04809974,Aztreonam,result_trial_data_NCT04809974_CF_Aztreonam_AE_mapped.tsv,3.444372,100,trial_2
597,NCT04809974,Varenicline,result_trial_data_NCT04809974_CF_Varenicline_AE_mapped.tsv,3.445031,100,trial_2
598,NCT04809974,Danazol,result_trial_data_NCT04809974_CF_Danazol_AE_mapped.tsv,3.448915,100,trial_2
599,NCT04809974,Fenofibric_acid,result_trial_data_NCT04809974_CF_Fenofibric_acid_AE_mapped.tsv,3.466428,100,trial_2
600,NCT04809974,Linezolid,result_trial_data_NCT04809974_CF_Linezolid_AE_mapped.tsv,3.467076,100,trial_2
601,NCT04809974,Valdecoxib,result_trial_data_NCT04809974_CF_Valdecoxib_AE_mapped.tsv,3.467811,100,trial_2
602,NCT04809974,Spironolactone,result_trial_data_NCT04809974_CF_Spironolactone_AE_mapped.tsv,3.468652,100,trial_2
603,NCT04809974,Chlorothiazide,result_trial_data_NCT04809974_CF_Chlorothiazide_AE_mapped.tsv,3.469621,100,trial_2
604,NCT04809974,Insulin_human,result_trial_data_NCT04809974_CF_Insulin_human_AE_mapped.tsv,3.473262,100,trial_2
605,NCT04809974,Clomipramine,result_trial_data_NCT04809974_CF_Clomipramine_AE_mapped.tsv,3.473548,100,trial_2
606,NCT04809974,Sulfanilamide,result_trial_data_NCT04809974_CF_Sulfanilamide_AE_mapped.tsv,3.474115,100,trial_2
607,NCT04809974,Methylprednisolone_h,result_trial_data_NCT04809974_CF_Methylprednisolone_h_AE_mapped.tsv,3.478277,100,trial_2
608,NCT04809974,Carmustine,result_trial_data_NCT04809974_CF_Carmustine_AE_mapped.tsv,3.479776,100,trial_2
609,NCT04809974,Butalbital,result_trial_data_NCT04809974_CF_Butalbital_AE_mapped.tsv,3.480365,100,trial_2
610,NCT04809974,Foscarnet,result_trial_data_NCT04809974_CF_Foscarnet_AE_mapped.tsv,3.481187,100,trial_2
611,NCT04809974,Troglitazone,result_trial_data_NCT04809974_CF_Troglitazone_AE_mapped.tsv,3.483737,100,trial_2
612,NCT04809974,Amorolfine,result_trial_data_NCT04809974_CF_Amorolfine_AE_mapped.tsv,3.488185,100,trial_2
613,NCT04809974,Artenimol,result_trial_data_NCT04809974_CF_Artenimol_AE_mapped.tsv,3.496233,100,trial_2
614,NCT04809974,Hydrocortisone_butyr,result_trial_data_NCT04809974_CF_Hydrocortisone_butyr_AE_mapped.tsv,3.497190,100,trial_2
615,NCT04809974,Zaleplon,result_trial_data_NCT04809974_CF_Zaleplon_AE_mapped.tsv,3.503688,100,trial_2
616,NCT04809974,Perphenazine,result_trial_data_NCT04809974_CF_Perphenazine_AE_mapped.tsv,3.506596,100,trial_2
617,NCT04809974,Penciclovir,result_trial_data_NCT04809974_CF_Penciclovir_AE_mapped.tsv,3.507095,100,trial_2
618,NCT04809974,Tranexamic_acid,result_trial_data_NCT04809974_CF_Tranexamic_acid_AE_mapped.tsv,3.507774,100,trial_2
619,NCT04809974,Probenecid,result_trial_data_NCT04809974_CF_Probenecid_AE_mapped.tsv,3.509633,100,trial_2
620,NCT04809974,Zinc_acetate,result_trial_data_NCT04809974_CF_Zinc_acetate_AE_mapped.tsv,3.513226,100,trial_2
621,NCT04809974,Fulvestrant,result_trial_data_NCT04809974_CF_Fulvestrant_AE_mapped.tsv,3.513241,100,trial_2
622,NCT04809974,Flurandrenolide,result_trial_data_NCT04809974_CF_Flurandrenolide_AE_mapped.tsv,3.514672,100,trial_2
623,NCT04809974,Phenacetin,result_trial_data_NCT04809974_CF_Phenacetin_AE_mapped.tsv,3.514878,100,trial_2
624,NCT04809974,Penicillamine,result_trial_data_NCT04809974_CF_Penicillamine_AE_mapped.tsv,3.515242,100,trial_2
625,NCT04809974,Levodopa,result_trial_data_NCT04809974_CF_Levodopa_AE_mapped.tsv,3.518443,100,trial_2
626,NCT04809974,Valproic_acid,result_trial_data_NCT04809974_CF_Valproic_acid_AE_mapped.tsv,3.519460,100,trial_2
627,NCT04809974,Domiphen,result_trial_data_NCT04809974_CF_Domiphen_AE_mapped.tsv,3.519911,100,trial_2
628,NCT04809974,Desipramine,result_trial_data_NCT04809974_CF_Desipramine_AE_mapped.tsv,3.523092,100,trial_2
629,NCT04809974,Triazolam,result_trial_data_NCT04809974_CF_Triazolam_AE_mapped.tsv,3.524192,100,trial_2
630,NCT04809974,Ticarcillin,result_trial_data_NCT04809974_CF_Ticarcillin_AE_mapped.tsv,3.527766,100,trial_2
631,NCT04809974,Dimetindene,result_trial_data_NCT04809974_CF_Dimetindene_AE_mapped.tsv,3.528298,100,trial_2
632,NCT04809974,Vindesine,result_trial_data_NCT04809974_CF_Vindesine_AE_mapped.tsv,3.529739,100,trial_2
633,NCT04809974,Cinchocaine,result_trial_data_NCT04809974_CF_Cinchocaine_AE_mapped.tsv,3.532235,100,trial_2
634,NCT04809974,Tolnaftate,result_trial_data_NCT04809974_CF_Tolnaftate_AE_mapped.tsv,3.534932,100,trial_2
635,NCT04809974,Cefoperazone,result_trial_data_NCT04809974_CF_Cefoperazone_AE_mapped.tsv,3.536477,100,trial_2
636,NCT04809974,Estradiol_acetate,result_trial_data_NCT04809974_CF_Estradiol_acetate_AE_mapped.tsv,3.537018,100,trial_2
637,NCT04809974,Tocofersolan,result_trial_data_NCT04809974_CF_Tocofersolan_AE_mapped.tsv,3.537090,100,trial_2
638,NCT04809974,Ozagrel,result_trial_data_NCT04809974_CF_Ozagrel_AE_mapped.tsv,3.538873,100,trial_2
639,NCT04809974,Clarithromycin,result_trial_data_NCT04809974_CF_Clarithromycin_AE_mapped.tsv,3.541946,100,trial_2
640,NCT04809974,Isoxsuprine,result_trial_data_NCT04809974_CF_Isoxsuprine_AE_mapped.tsv,3.542876,100,trial_2
641,NCT04809974,Acyclovir,result_trial_data_NCT04809974_CF_Acyclovir_AE_mapped.tsv,3.543961,100,trial_2
642,NCT04809974,Kappadione,result_trial_data_NCT04809974_CF_Kappadione_AE_mapped.tsv,3.544134,100,trial_2
643,NCT04809974,Lasofoxifene,result_trial_data_NCT04809974_CF_Lasofoxifene_AE_mapped.tsv,3.544304,100,trial_2
644,NCT04809974,Nizatidine,result_trial_data_NCT04809974_CF_Nizatidine_AE_mapped.tsv,3.545765,100,trial_2
645,NCT04809974,Pheniramine,result_trial_data_NCT04809974_CF_Pheniramine_AE_mapped.tsv,3.549783,100,trial_2
646,NCT04809974,Cephalexin,result_trial_data_NCT04809974_CF_Cephalexin_AE_mapped.tsv,3.553937,100,trial_2
647,NCT04809974,Domperidone,result_trial_data_NCT04809974_CF_Domperidone_AE_mapped.tsv,3.561988,100,trial_2
648,NCT04809974,Citalopram,result_trial_data_NCT04809974_CF_Citalopram_AE_mapped.tsv,3.564577,100,trial_2
649,NCT04809974,Bexarotene,result_trial_data_NCT04809974_CF_Bexarotene_AE_mapped.tsv,3.571835,100,trial_2
650,NCT04809974,Rifaximin,result_trial_data_NCT04809974_CF_Rifaximin_AE_mapped.tsv,3.572038,100,trial_2
