rank,drug,file,P_drug_gt_placebo,P_placebo_gt_drug
608,Fluphenazine,result_trial_data_NCT04809974_CF_Fluphenazine.json,0.522117,0.477883
609,Gemfibrozil,result_trial_data_NCT04809974_CF_Gemfibrozil.json,0.522111,0.477889
610,Imiquimod,result_trial_data_NCT04809974_CF_Imiquimod.json,0.522101,0.477899
611,Flupirtine,result_trial_data_NCT04809974_CF_Flupirtine.json,0.522101,0.477899
612,Thiotepa,result_trial_data_NCT04809974_CF_Thiotepa.json,0.522085,0.477915
613,Procyclidine,result_trial_data_NCT04809974_CF_Procyclidine.json,0.522085,0.477915
614,Polyethylene_glycol,result_trial_data_NCT04809974_CF_Polyethylene_glycol.json,0.522081,0.477919
615,Cefsulodin,result_trial_data_NCT04809974_CF_Cefsulodin.json,0.522078,0.477922
616,Dicloxacillin,result_trial_data_NCT04809974_CF_Dicloxacillin.json,0.522072,0.477928
617,Capivasertib,result_trial_data_NCT04809974_CF_Capivasertib.json,0.522069,0.477931
618,Telithromycin,result_trial_data_NCT04809974_CF_Telithromycin.json,0.522065,0.477935
619,Dexchlorpheniramine,result_trial_data_NCT04809974_CF_Dexchlorpheniramine.json,0.522056,0.477944
620,Cefotiam,result_trial_data_NCT04809974_CF_Cefotiam.json,0.522049,0.477951
621,Milrinone,result_trial_data_NCT04809974_CF_Milrinone.json,0.522043,0.477957
622,Dimetindene,result_trial_data_NCT04809974_CF_Dimetindene.json,0.522036,0.477964
623,Nizatidine,result_trial_data_NCT04809974_CF_Nizatidine.json,0.522036,0.477964
624,Teneligliptin,result_trial_data_NCT04809974_CF_Teneligliptin.json,0.522032,0.477968
625,Rabeprazole,result_trial_data_NCT04809974_CF_Rabeprazole.json,0.522031,0.477969
626,Dyphylline,result_trial_data_NCT04809974_CF_Dyphylline.json,0.522030,0.477970
627,Levobunolol,result_trial_data_NCT04809974_CF_Levobunolol.json,0.522028,0.477972
628,Beclomethasone_dipro,result_trial_data_NCT04809974_CF_Beclomethasone_dipro.json,0.522025,0.477975
629,Aminoglutethimide,result_trial_data_NCT04809974_CF_Aminoglutethimide.json,0.522023,0.477977
630,Apremilast,result_trial_data_NCT04809974_CF_Apremilast.json,0.522023,0.477977
631,Azelaic_acid,result_trial_data_NCT04809974_CF_Azelaic_acid.json,0.522022,0.477978
632,Midostaurin,result_trial_data_NCT04809974_CF_Midostaurin.json,0.522019,0.477981
633,Phenylpropanolamine,result_trial_data_NCT04809974_CF_Phenylpropanolamine.json,0.522018,0.477982
634,Ambenonium,result_trial_data_NCT04809974_CF_Ambenonium.json,0.522004,0.477996
635,Azatadine,result_trial_data_NCT04809974_CF_Azatadine.json,0.522002,0.477998
636,Lactic_acid,result_trial_data_NCT04809974_CF_Lactic_acid.json,0.522002,0.477998
637,Cefradine,result_trial_data_NCT04809974_CF_Cefradine.json,0.521991,0.478009
638,Liothyronine,result_trial_data_NCT04809974_CF_Liothyronine.json,0.521986,0.478014
639,Mazindol,result_trial_data_NCT04809974_CF_Mazindol.json,0.521985,0.478015
640,Nitazoxanide,result_trial_data_NCT04809974_CF_Nitazoxanide.json,0.521985,0.478015
641,Ergometrine,result_trial_data_NCT04809974_CF_Ergometrine.json,0.521985,0.478015
642,Zinc,result_trial_data_NCT04809974_CF_Zinc.json,0.521983,0.478017
643,Prazosin,result_trial_data_NCT04809974_CF_Prazosin.json,0.521978,0.478022
644,Tivozanib,result_trial_data_NCT04809974_CF_Tivozanib.json,0.521974,0.478026
645,Amifostine,result_trial_data_NCT04809974_CF_Amifostine.json,0.521973,0.478027
646,Lusutrombopag,result_trial_data_NCT04809974_CF_Lusutrombopag.json,0.521970,0.478030
647,Butriptyline,result_trial_data_NCT04809974_CF_Butriptyline.json,0.521967,0.478033
648,Choline_C_11,result_trial_data_NCT04809974_CF_Choline_C_11.json,0.521964,0.478036
649,Benzydamine,result_trial_data_NCT04809974_CF_Benzydamine.json,0.521961,0.478039
650,Ketorolac,result_trial_data_NCT04809974_CF_Ketorolac.json,0.521959,0.478041
651,Pravastatin,result_trial_data_NCT04809974_CF_Pravastatin.json,0.521959,0.478041
652,Alosetron,result_trial_data_NCT04809974_CF_Alosetron.json,0.521956,0.478044
653,Butenafine,result_trial_data_NCT04809974_CF_Butenafine.json,0.521940,0.478060
654,Caffeine,result_trial_data_NCT04809974_CF_Caffeine.json,0.521938,0.478062
655,Furosemide,result_trial_data_NCT04809974_CF_Furosemide.json,0.521935,0.478065
656,Salsalate,result_trial_data_NCT04809974_CF_Salsalate.json,0.521931,0.478069
657,Ticlopidine,result_trial_data_NCT04809974_CF_Ticlopidine.json,0.521925,0.478075
658,Methscopolamine,result_trial_data_NCT04809974_CF_Methscopolamine.json,0.521924,0.478076
659,Aurothioglucose,result_trial_data_NCT04809974_CF_Aurothioglucose.json,0.521922,0.478078
660,Estramustine_phospha,result_trial_data_NCT04809974_CF_Estramustine_phospha.json,0.521921,0.478079
661,Acebutolol,result_trial_data_NCT04809974_CF_Acebutolol.json,0.521919,0.478081
662,Sulfamethazine,result_trial_data_NCT04809974_CF_Sulfamethazine.json,0.521914,0.478086
663,Memantine,result_trial_data_NCT04809974_CF_Memantine.json,0.521910,0.478090
664,Bivalirudin,result_trial_data_NCT04809974_CF_Bivalirudin.json,0.521909,0.478091
665,Ciprofloxacin,result_trial_data_NCT04809974_CF_Ciprofloxacin.json,0.521902,0.478098
666,Adefovir_dipivoxil,result_trial_data_NCT04809974_CF_Adefovir_dipivoxil.json,0.521892,0.478108
667,Quetiapine,result_trial_data_NCT04809974_CF_Quetiapine.json,0.521892,0.478108
668,Lercanidipine,result_trial_data_NCT04809974_CF_Lercanidipine.json,0.521891,0.478109
669,Orciprenaline,result_trial_data_NCT04809974_CF_Orciprenaline.json,0.521884,0.478116
670,Dexibuprofen,result_trial_data_NCT04809974_CF_Dexibuprofen.json,0.521863,0.478137
671,Telaprevir,result_trial_data_NCT04809974_CF_Telaprevir.json,0.521862,0.478138
672,Clomipramine,result_trial_data_NCT04809974_CF_Clomipramine.json,0.521859,0.478141
673,Orlistat,result_trial_data_NCT04809974_CF_Orlistat.json,0.521858,0.478142
674,Bentiromide,result_trial_data_NCT04809974_CF_Bentiromide.json,0.521855,0.478145
675,Epinephrine,result_trial_data_NCT04809974_CF_Epinephrine.json,0.521850,0.478150
676,Dexfenfluramine,result_trial_data_NCT04809974_CF_Dexfenfluramine.json,0.521848,0.478152
677,Methylprednisolone,result_trial_data_NCT04809974_CF_Methylprednisolone.json,0.521845,0.478155
678,Obeticholic_acid,result_trial_data_NCT04809974_CF_Obeticholic_acid.json,0.521842,0.478158
679,Acalabrutinib,result_trial_data_NCT04809974_CF_Acalabrutinib.json,0.521832,0.478168
680,Gilteritinib,result_trial_data_NCT04809974_CF_Gilteritinib.json,0.521831,0.478169
681,Macitentan,result_trial_data_NCT04809974_CF_Macitentan.json,0.521825,0.478175
682,Sulfadoxine,result_trial_data_NCT04809974_CF_Sulfadoxine.json,0.521822,0.478178
683,Sulpiride,result_trial_data_NCT04809974_CF_Sulpiride.json,0.521821,0.478179
684,Progesterone,result_trial_data_NCT04809974_CF_Progesterone.json,0.521820,0.478180
685,Fluocinolone_acetoni,result_trial_data_NCT04809974_CF_Fluocinolone_acetoni.json,0.521820,0.478180
686,Amorolfine,result_trial_data_NCT04809974_CF_Amorolfine.json,0.521820,0.478180
687,Sulfisoxazole,result_trial_data_NCT04809974_CF_Sulfisoxazole.json,0.521816,0.478184
688,Tinidazole,result_trial_data_NCT04809974_CF_Tinidazole.json,0.521816,0.478184
689,Boceprevir,result_trial_data_NCT04809974_CF_Boceprevir.json,0.521815,0.478185
690,Alverine,result_trial_data_NCT04809974_CF_Alverine.json,0.521810,0.478190
691,Thiabendazole,result_trial_data_NCT04809974_CF_Thiabendazole.json,0.521809,0.478191
692,Penicillamine,result_trial_data_NCT04809974_CF_Penicillamine.json,0.521793,0.478207
693,Zolmitriptan,result_trial_data_NCT04809974_CF_Zolmitriptan.json,0.521791,0.478209
694,Eliglustat,result_trial_data_NCT04809974_CF_Eliglustat.json,0.521791,0.478209
695,Demeclocycline,result_trial_data_NCT04809974_CF_Demeclocycline.json,0.521789,0.478211
696,Ranolazine,result_trial_data_NCT04809974_CF_Ranolazine.json,0.521787,0.478213
697,Carboplatin,result_trial_data_NCT04809974_CF_Carboplatin.json,0.521779,0.478221
698,Loperamide,result_trial_data_NCT04809974_CF_Loperamide.json,0.521775,0.478225
699,Azithromycin,result_trial_data_NCT04809974_CF_Azithromycin.json,0.521774,0.478226
700,Rilmenidine,result_trial_data_NCT04809974_CF_Rilmenidine.json,0.521774,0.478226
701,Repaglinide,result_trial_data_NCT04809974_CF_Repaglinide.json,0.521767,0.478233
702,Stavudine,result_trial_data_NCT04809974_CF_Stavudine.json,0.521765,0.478235
703,Etretinate,result_trial_data_NCT04809974_CF_Etretinate.json,0.521755,0.478245
704,Perhexiline,result_trial_data_NCT04809974_CF_Perhexiline.json,0.521740,0.478260
705,Dofetilide,result_trial_data_NCT04809974_CF_Dofetilide.json,0.521738,0.478262
706,Selegiline,result_trial_data_NCT04809974_CF_Selegiline.json,0.521736,0.478264
707,Nicorandil,result_trial_data_NCT04809974_CF_Nicorandil.json,0.521733,0.478267
708,Testosterone_propion,result_trial_data_NCT04809974_CF_Testosterone_propion.json,0.521732,0.478268
709,Fomepizole,result_trial_data_NCT04809974_CF_Fomepizole.json,0.521728,0.478272
710,Escitalopram,result_trial_data_NCT04809974_CF_Escitalopram.json,0.521724,0.478276
711,Cetirizine,result_trial_data_NCT04809974_CF_Cetirizine.json,0.521720,0.478280
712,Malathion,result_trial_data_NCT04809974_CF_Malathion.json,0.521717,0.478283
713,Ciclesonide,result_trial_data_NCT04809974_CF_Ciclesonide.json,0.521704,0.478296
714,Rifamycin,result_trial_data_NCT04809974_CF_Rifamycin.json,0.521701,0.478299
715,Glycine,result_trial_data_NCT04809974_CF_Glycine.json,0.521698,0.478302
716,Phenylbutyric_acid,result_trial_data_NCT04809974_CF_Phenylbutyric_acid.json,0.521691,0.478309
717,Anisindione,result_trial_data_NCT04809974_CF_Anisindione.json,0.521685,0.478315
718,Ximelagatran,result_trial_data_NCT04809974_CF_Ximelagatran.json,0.521678,0.478322
719,Guanabenz,result_trial_data_NCT04809974_CF_Guanabenz.json,0.521666,0.478334
720,Brexpiprazole,result_trial_data_NCT04809974_CF_Brexpiprazole.json,0.521659,0.478341
721,Betazole,result_trial_data_NCT04809974_CF_Betazole.json,0.521658,0.478342
722,Amiodarone,result_trial_data_NCT04809974_CF_Amiodarone.json,0.521656,0.478344
723,Almitrine,result_trial_data_NCT04809974_CF_Almitrine.json,0.521653,0.478347
724,Cyclobenzaprine,result_trial_data_NCT04809974_CF_Cyclobenzaprine.json,0.521651,0.478349
725,Cevimeline,result_trial_data_NCT04809974_CF_Cevimeline.json,0.521648,0.478352
726,Methyl_aminolevulina,result_trial_data_NCT04809974_CF_Methyl_aminolevulina.json,0.521640,0.478360
727,Dalfampridine,result_trial_data_NCT04809974_CF_Dalfampridine.json,0.521635,0.478365
728,Metharbital,result_trial_data_NCT04809974_CF_Metharbital.json,0.521634,0.478366
729,Cisapride,result_trial_data_NCT04809974_CF_Cisapride.json,0.521634,0.478366
730,Eprosartan,result_trial_data_NCT04809974_CF_Eprosartan.json,0.521622,0.478378
731,Dicoumarol,result_trial_data_NCT04809974_CF_Dicoumarol.json,0.521621,0.478379
732,Pentetic_acid,result_trial_data_NCT04809974_CF_Pentetic_acid.json,0.521621,0.478379
733,Trimethoprim,result_trial_data_NCT04809974_CF_Trimethoprim.json,0.521618,0.478382
734,Fenspiride,result_trial_data_NCT04809974_CF_Fenspiride.json,0.521613,0.478387
735,Desmopressin,result_trial_data_NCT04809974_CF_Desmopressin.json,0.521611,0.478389
736,Meclizine,result_trial_data_NCT04809974_CF_Meclizine.json,0.521608,0.478392
737,Trimetrexate,result_trial_data_NCT04809974_CF_Trimetrexate.json,0.521602,0.478398
738,Thiothixene,result_trial_data_NCT04809974_CF_Thiothixene.json,0.521597,0.478403
739,Fluocinonide,result_trial_data_NCT04809974_CF_Fluocinonide.json,0.521597,0.478403
740,Sertaconazole,result_trial_data_NCT04809974_CF_Sertaconazole.json,0.521596,0.478404
741,Flunarizine,result_trial_data_NCT04809974_CF_Flunarizine.json,0.521594,0.478406
742,Bisindolylmaleimide_,result_trial_data_NCT04809974_CF_Bisindolylmaleimide_.json,0.521591,0.478409
743,Etonogestrel,result_trial_data_NCT04809974_CF_Etonogestrel.json,0.521586,0.478414
744,Pentobarbital,result_trial_data_NCT04809974_CF_Pentobarbital.json,0.521579,0.478421
745,Piretanide,result_trial_data_NCT04809974_CF_Piretanide.json,0.521576,0.478424
746,Dantrolene,result_trial_data_NCT04809974_CF_Dantrolene.json,0.521572,0.478428
747,Enzalutamide,result_trial_data_NCT04809974_CF_Enzalutamide.json,0.521568,0.478432
748,Ofloxacin,result_trial_data_NCT04809974_CF_Ofloxacin.json,0.521567,0.478433
749,Vindesine,result_trial_data_NCT04809974_CF_Vindesine.json,0.521564,0.478436
750,Bupivacaine,result_trial_data_NCT04809974_CF_Bupivacaine.json,0.521561,0.478439
751,Levobupivacaine,result_trial_data_NCT04809974_CF_Levobupivacaine.json,0.521561,0.478439
752,Cilostazol,result_trial_data_NCT04809974_CF_Cilostazol.json,0.521559,0.478441
753,Netupitant,result_trial_data_NCT04809974_CF_Netupitant.json,0.521551,0.478449
754,Acetylsalicylic_acid,result_trial_data_NCT04809974_CF_Acetylsalicylic_acid.json,0.521544,0.478456
755,Biperiden,result_trial_data_NCT04809974_CF_Biperiden.json,0.521539,0.478461
756,Benazepril,result_trial_data_NCT04809974_CF_Benazepril.json,0.521536,0.478464
757,Cannabidiol,result_trial_data_NCT04809974_CF_Cannabidiol.json,0.521535,0.478465
758,Zanamivir,result_trial_data_NCT04809974_CF_Zanamivir.json,0.521530,0.478470
759,Disulfiram,result_trial_data_NCT04809974_CF_Disulfiram.json,0.521523,0.478477
760,Oxypertine,result_trial_data_NCT04809974_CF_Oxypertine.json,0.521522,0.478478
761,Xanomeline,result_trial_data_NCT04809974_CF_Xanomeline.json,0.521520,0.478480
762,Diacerein,result_trial_data_NCT04809974_CF_Diacerein.json,0.521519,0.478481
763,Diatrizoate,result_trial_data_NCT04809974_CF_Diatrizoate.json,0.521517,0.478483
764,Omadacycline,result_trial_data_NCT04809974_CF_Omadacycline.json,0.521515,0.478485
765,Nimorazole,result_trial_data_NCT04809974_CF_Nimorazole.json,0.521514,0.478486
766,Benperidol,result_trial_data_NCT04809974_CF_Benperidol.json,0.521498,0.478502
767,Tetracaine,result_trial_data_NCT04809974_CF_Tetracaine.json,0.521491,0.478509
768,Ethanol,result_trial_data_NCT04809974_CF_Ethanol.json,0.521484,0.478516
769,Diphenylpyraline,result_trial_data_NCT04809974_CF_Diphenylpyraline.json,0.521482,0.478518
770,Zinc_sulfate__unspec,result_trial_data_NCT04809974_CF_Zinc_sulfate__unspec.json,0.521481,0.478519
771,Gatifloxacin,result_trial_data_NCT04809974_CF_Gatifloxacin.json,0.521478,0.478522
772,Cefpirome,result_trial_data_NCT04809974_CF_Cefpirome.json,0.521475,0.478525
773,Sulfadimethoxine,result_trial_data_NCT04809974_CF_Sulfadimethoxine.json,0.521474,0.478526
774,Fenofibrate,result_trial_data_NCT04809974_CF_Fenofibrate.json,0.521463,0.478537
775,Paclitaxel,result_trial_data_NCT04809974_CF_Paclitaxel.json,0.521455,0.478545
776,Acetaminophen,result_trial_data_NCT04809974_CF_Acetaminophen.json,0.521453,0.478547
777,Tenoxicam,result_trial_data_NCT04809974_CF_Tenoxicam.json,0.521453,0.478547
778,Pacritinib,result_trial_data_NCT04809974_CF_Pacritinib.json,0.521452,0.478548
779,Mefruside,result_trial_data_NCT04809974_CF_Mefruside.json,0.521449,0.478551
780,Flurbiprofen,result_trial_data_NCT04809974_CF_Flurbiprofen.json,0.521449,0.478551
781,Phenmetrazine,result_trial_data_NCT04809974_CF_Phenmetrazine.json,0.521444,0.478556
782,Mirtazapine,result_trial_data_NCT04809974_CF_Mirtazapine.json,0.521438,0.478562
783,Rucaparib,result_trial_data_NCT04809974_CF_Rucaparib.json,0.521437,0.478563
784,Chlorpheniramine,result_trial_data_NCT04809974_CF_Chlorpheniramine.json,0.521435,0.478565
785,Vinpocetine,result_trial_data_NCT04809974_CF_Vinpocetine.json,0.521429,0.478571
786,Aliskiren,result_trial_data_NCT04809974_CF_Aliskiren.json,0.521426,0.478574
787,Acetohydroxamic_acid,result_trial_data_NCT04809974_CF_Acetohydroxamic_acid.json,0.521426,0.478574
788,Ciprofibrate,result_trial_data_NCT04809974_CF_Ciprofibrate.json,0.521419,0.478581
789,Ceftizoxime,result_trial_data_NCT04809974_CF_Ceftizoxime.json,0.521418,0.478582
790,Sulfathiourea,result_trial_data_NCT04809974_CF_Sulfathiourea.json,0.521415,0.478585
791,Azacitidine,result_trial_data_NCT04809974_CF_Azacitidine.json,0.521415,0.478585
792,Gliquidone,result_trial_data_NCT04809974_CF_Gliquidone.json,0.521405,0.478595
793,Amobarbital,result_trial_data_NCT04809974_CF_Amobarbital.json,0.521402,0.478598
794,Hyoscyamine,result_trial_data_NCT04809974_CF_Hyoscyamine.json,0.521400,0.478600
795,Cefpodoxime,result_trial_data_NCT04809974_CF_Cefpodoxime.json,0.521396,0.478604
796,Indapamide,result_trial_data_NCT04809974_CF_Indapamide.json,0.521393,0.478607
797,Nabilone,result_trial_data_NCT04809974_CF_Nabilone.json,0.521391,0.478609
798,Carbenicillin,result_trial_data_NCT04809974_CF_Carbenicillin.json,0.521388,0.478612
799,Metolazone,result_trial_data_NCT04809974_CF_Metolazone.json,0.521385,0.478615
800,Epalrestat,result_trial_data_NCT04809974_CF_Epalrestat.json,0.521385,0.478615
801,Piroxicam,result_trial_data_NCT04809974_CF_Piroxicam.json,0.521379,0.478621
802,Cloxacillin,result_trial_data_NCT04809974_CF_Cloxacillin.json,0.521378,0.478622
803,Glymidine,result_trial_data_NCT04809974_CF_Glymidine.json,0.521376,0.478624
804,Proflavine,result_trial_data_NCT04809974_CF_Proflavine.json,0.521375,0.478625
805,Ibuprofen,result_trial_data_NCT04809974_CF_Ibuprofen.json,0.521373,0.478627
806,Cariprazine,result_trial_data_NCT04809974_CF_Cariprazine.json,0.521371,0.478629
807,Metoprolol,result_trial_data_NCT04809974_CF_Metoprolol.json,0.521366,0.478634
808,Hydrocortisone_butyr,result_trial_data_NCT04809974_CF_Hydrocortisone_butyr.json,0.521365,0.478635
809,Rimantadine,result_trial_data_NCT04809974_CF_Rimantadine.json,0.521363,0.478637
810,Stanozolol,result_trial_data_NCT04809974_CF_Stanozolol.json,0.521357,0.478643
811,Metronidazole,result_trial_data_NCT04809974_CF_Metronidazole.json,0.521356,0.478644
812,Mebendazole,result_trial_data_NCT04809974_CF_Mebendazole.json,0.521352,0.478648
813,Tridihexethyl,result_trial_data_NCT04809974_CF_Tridihexethyl.json,0.521349,0.478651
814,Quinidine,result_trial_data_NCT04809974_CF_Quinidine.json,0.521346,0.478654
815,Viloxazine,result_trial_data_NCT04809974_CF_Viloxazine.json,0.521335,0.478665
816,Rofecoxib,result_trial_data_NCT04809974_CF_Rofecoxib.json,0.521329,0.478671
817,Apomorphine,result_trial_data_NCT04809974_CF_Apomorphine.json,0.521325,0.478675
818,Lansoprazole,result_trial_data_NCT04809974_CF_Lansoprazole.json,0.521312,0.478688
819,Mezlocillin,result_trial_data_NCT04809974_CF_Mezlocillin.json,0.521311,0.478689
820,Diphenidol,result_trial_data_NCT04809974_CF_Diphenidol.json,0.521309,0.478691
821,Guanethidine,result_trial_data_NCT04809974_CF_Guanethidine.json,0.521298,0.478702
822,Atosiban,result_trial_data_NCT04809974_CF_Atosiban.json,0.521286,0.478714
823,Halofantrine,result_trial_data_NCT04809974_CF_Halofantrine.json,0.521286,0.478714
824,Ivabradine,result_trial_data_NCT04809974_CF_Ivabradine.json,0.521284,0.478716
825,Butorphanol,result_trial_data_NCT04809974_CF_Butorphanol.json,0.521274,0.478726
826,Buclizine,result_trial_data_NCT04809974_CF_Buclizine.json,0.521271,0.478729
827,Fusidic_acid,result_trial_data_NCT04809974_CF_Fusidic_acid.json,0.521270,0.478730
828,Metacycline,result_trial_data_NCT04809974_CF_Metacycline.json,0.521262,0.478738
829,Isotretinoin,result_trial_data_NCT04809974_CF_Isotretinoin.json,0.521254,0.478746
830,Tibolone,result_trial_data_NCT04809974_CF_Tibolone.json,0.521246,0.478754
831,Gallamine_triethiodi,result_trial_data_NCT04809974_CF_Gallamine_triethiodi.json,0.521246,0.478754
832,Sumatriptan,result_trial_data_NCT04809974_CF_Sumatriptan.json,0.521245,0.478755
833,Raltitrexed,result_trial_data_NCT04809974_CF_Raltitrexed.json,0.521242,0.478758
834,Zomepirac,result_trial_data_NCT04809974_CF_Zomepirac.json,0.521241,0.478759
835,Troglitazone,result_trial_data_NCT04809974_CF_Troglitazone.json,0.521238,0.478762
836,Alvimopan,result_trial_data_NCT04809974_CF_Alvimopan.json,0.521235,0.478765
837,Dexchlorpheniramine_,result_trial_data_NCT04809974_CF_Dexchlorpheniramine_.json,0.521228,0.478772
838,Nebivolol,result_trial_data_NCT04809974_CF_Nebivolol.json,0.521226,0.478774
839,Metyrosine,result_trial_data_NCT04809974_CF_Metyrosine.json,0.521224,0.478776
840,Sulfamethoxypyridazi,result_trial_data_NCT04809974_CF_Sulfamethoxypyridazi.json,0.521221,0.478779
841,Levonorgestrel,result_trial_data_NCT04809974_CF_Levonorgestrel.json,0.521219,0.478781
842,Bedaquiline,result_trial_data_NCT04809974_CF_Bedaquiline.json,0.521218,0.478782
843,Nystatin,result_trial_data_NCT04809974_CF_Nystatin.json,0.521215,0.478785
844,Norgestrel,result_trial_data_NCT04809974_CF_Norgestrel.json,0.521208,0.478792
845,Ropivacaine,result_trial_data_NCT04809974_CF_Ropivacaine.json,0.521205,0.478795
846,Bromperidol,result_trial_data_NCT04809974_CF_Bromperidol.json,0.521204,0.478796
847,Chlorthalidone,result_trial_data_NCT04809974_CF_Chlorthalidone.json,0.521204,0.478796
848,Trioxsalen,result_trial_data_NCT04809974_CF_Trioxsalen.json,0.521201,0.478799
849,Piperazine,result_trial_data_NCT04809974_CF_Piperazine.json,0.521196,0.478804
850,Talampicillin,result_trial_data_NCT04809974_CF_Talampicillin.json,0.521196,0.478804
851,Nicotinamide,result_trial_data_NCT04809974_CF_Nicotinamide.json,0.521186,0.478814
852,Cantharidin,result_trial_data_NCT04809974_CF_Cantharidin.json,0.521183,0.478817
853,Terguride,result_trial_data_NCT04809974_CF_Terguride.json,0.521182,0.478818
854,Telotristat,result_trial_data_NCT04809974_CF_Telotristat.json,0.521181,0.478819
855,Pioglitazone,result_trial_data_NCT04809974_CF_Pioglitazone.json,0.521180,0.478820
856,Guanfacine,result_trial_data_NCT04809974_CF_Guanfacine.json,0.521179,0.478821
857,Triclosan,result_trial_data_NCT04809974_CF_Triclosan.json,0.521178,0.478822
858,Cilastatin,result_trial_data_NCT04809974_CF_Cilastatin.json,0.521174,0.478826
859,Cyclopentolate,result_trial_data_NCT04809974_CF_Cyclopentolate.json,0.521173,0.478827
860,Phenolphthalein,result_trial_data_NCT04809974_CF_Phenolphthalein.json,0.521160,0.478840
861,Cerivastatin,result_trial_data_NCT04809974_CF_Cerivastatin.json,0.521159,0.478841
862,Propiverine,result_trial_data_NCT04809974_CF_Propiverine.json,0.521153,0.478847
863,Sulfaphenazole,result_trial_data_NCT04809974_CF_Sulfaphenazole.json,0.521149,0.478851
864,Fluorouracil,result_trial_data_NCT04809974_CF_Fluorouracil.json,0.521147,0.478853
865,Pretomanid,result_trial_data_NCT04809974_CF_Pretomanid.json,0.521145,0.478855
866,Echothiophate,result_trial_data_NCT04809974_CF_Echothiophate.json,0.521144,0.478856
867,Bromhexine,result_trial_data_NCT04809974_CF_Bromhexine.json,0.521142,0.478858
868,Chloroxine,result_trial_data_NCT04809974_CF_Chloroxine.json,0.521139,0.478861
869,Valbenazine,result_trial_data_NCT04809974_CF_Valbenazine.json,0.521136,0.478864
870,Nikethamide,result_trial_data_NCT04809974_CF_Nikethamide.json,0.521132,0.478868
871,Tigecycline,result_trial_data_NCT04809974_CF_Tigecycline.json,0.521131,0.478869
872,Meptazinol,result_trial_data_NCT04809974_CF_Meptazinol.json,0.521128,0.478872
873,Methenamine,result_trial_data_NCT04809974_CF_Methenamine.json,0.521128,0.478872
874,Tioconazole,result_trial_data_NCT04809974_CF_Tioconazole.json,0.521124,0.478876
875,Vandetanib,result_trial_data_NCT04809974_CF_Vandetanib.json,0.521121,0.478879
876,Etidocaine,result_trial_data_NCT04809974_CF_Etidocaine.json,0.521121,0.478879
877,Amodiaquine,result_trial_data_NCT04809974_CF_Amodiaquine.json,0.521121,0.478879
878,Sulbactam,result_trial_data_NCT04809974_CF_Sulbactam.json,0.521118,0.478882
879,Decitabine,result_trial_data_NCT04809974_CF_Decitabine.json,0.521117,0.478883
880,Melatonin,result_trial_data_NCT04809974_CF_Melatonin.json,0.521116,0.478884
881,Veralipride,result_trial_data_NCT04809974_CF_Veralipride.json,0.521116,0.478884
882,Decamethonium,result_trial_data_NCT04809974_CF_Decamethonium.json,0.521113,0.478887
883,Hydrocortisone_succi,result_trial_data_NCT04809974_CF_Hydrocortisone_succi.json,0.521111,0.478889
884,Temafloxacin,result_trial_data_NCT04809974_CF_Temafloxacin.json,0.521109,0.478891
885,Flutrimazole,result_trial_data_NCT04809974_CF_Flutrimazole.json,0.521109,0.478891
886,Eptifibatide,result_trial_data_NCT04809974_CF_Eptifibatide.json,0.521101,0.478899
887,Tobramycin,result_trial_data_NCT04809974_CF_Tobramycin.json,0.521092,0.478908
888,Podofilox,result_trial_data_NCT04809974_CF_Podofilox.json,0.521084,0.478916
889,Chenodeoxycholic_aci,result_trial_data_NCT04809974_CF_Chenodeoxycholic_aci.json,0.521076,0.478924
890,Levofloxacin,result_trial_data_NCT04809974_CF_Levofloxacin.json,0.521074,0.478926
891,Quinestrol,result_trial_data_NCT04809974_CF_Quinestrol.json,0.521073,0.478927
892,Cimetidine,result_trial_data_NCT04809974_CF_Cimetidine.json,0.521071,0.478929
893,Domperidone,result_trial_data_NCT04809974_CF_Domperidone.json,0.521068,0.478932
894,Alpelisib,result_trial_data_NCT04809974_CF_Alpelisib.json,0.521068,0.478932
895,Melphalan,result_trial_data_NCT04809974_CF_Melphalan.json,0.521058,0.478942
896,Xylometazoline,result_trial_data_NCT04809974_CF_Xylometazoline.json,0.521054,0.478946
897,Miltefosine,result_trial_data_NCT04809974_CF_Miltefosine.json,0.521052,0.478948
898,Hydrocodone,result_trial_data_NCT04809974_CF_Hydrocodone.json,0.521052,0.478948
899,Vincristine,result_trial_data_NCT04809974_CF_Vincristine.json,0.521049,0.478951
900,Tolbutamide,result_trial_data_NCT04809974_CF_Tolbutamide.json,0.521043,0.478957
901,Phenindamine,result_trial_data_NCT04809974_CF_Phenindamine.json,0.521036,0.478964
902,Mebhydrolin,result_trial_data_NCT04809974_CF_Mebhydrolin.json,0.521034,0.478966
903,Oxymetholone,result_trial_data_NCT04809974_CF_Oxymetholone.json,0.521013,0.478987
904,Cefmenoxime,result_trial_data_NCT04809974_CF_Cefmenoxime.json,0.521010,0.478990
905,Pyrvinium,result_trial_data_NCT04809974_CF_Pyrvinium.json,0.521009,0.478991
906,Yohimbine,result_trial_data_NCT04809974_CF_Yohimbine.json,0.521009,0.478991
907,Dactinomycin,result_trial_data_NCT04809974_CF_Dactinomycin.json,0.521005,0.478995
908,Folic_acid,result_trial_data_NCT04809974_CF_Folic_acid.json,0.521004,0.478996
